DialogueTextID,Langauage,Mission,TextType,Speaker,Text,Info
DTxt_KR_T_28,EN,Tutorial,BookRead,Frank,This is how they hide dangerous things in plain sight.,튜토리얼 텍스트 ver.260106
DTxt_KR_T_29,EN,Tutorial,BookRead,Frank,If you assume everything's fine just because it looks okay<br>—then you're (mimics throat-slitting) done.,튜토리얼 텍스트 ver.260106
DTxt_KR_T_30,EN,Tutorial,BookRead,Frank,That's why you need sharp intuition.<br>It's vital to tell what's weird and what's normal.,튜토리얼 텍스트 ver.260106
DTxt_KR_T_31,EN,Tutorial,BookClose,Frank,"If you're not confident, just search the cell thoroughly.",튜토리얼 텍스트 ver.260106
DTxt_KR_T_32,EN,Tutorial,BookClose,Frank,"Every corner, every single brick.",튜토리얼 텍스트 ver.260106
DTxt_KR_T_33,EN,Tutorial,BookClose,Frank,Right. That's about all I can tell you.,튜토리얼 텍스트 ver.260106
DTxt_KR_T_34,EN,Tutorial,BookClose,Frank,"We're short-handed, so I don't have time to teach you more.",튜토리얼 텍스트 ver.260106
DTxt_KR_T_35,EN,Tutorial,BookClose,Frank,Learn the rest on the job.,튜토리얼 텍스트 ver.260106
DTxt_KR_T_36,EN,Tutorial,BookClose,Frank,"Go talk to the Warden, Victor.<br>Check today's mission, and get to work.",튜토리얼 텍스트 ver.260106
DTxt_KR_T_37,EN,Tutorial,BookClose,Frank,Try to last a bit longer and prove your worth.,튜토리얼 텍스트 ver.260106
DTxt_KR_M01_01,EN,Mission01,Dialogue,Victor,"You hear that, don’t you?",(브리핑)교도소장 대사 텍스트 1
DTxt_KR_M01_02,EN,Mission01,Dialogue,Victor,It seems these fools have forgotten where they are.<br>They’re back to their noisy antics.,(브리핑)교도소장 대사 텍스트 2
DTxt_KR_M01_03,EN,Mission01,Dialogue,Victor,"Leave them be, they'll surely take advantage of the chaos<br>to pull some evil stunt.",(브리핑)교도소장 대사 텍스트 3
DTxt_KR_M01_04,EN,Mission01,Dialogue,Victor,Go and beat some sense into everyone making noise.,(브리핑)교도소장 대사 텍스트 4
DTxt_KR_M01_05,EN,Mission01,Fin,Victor,Are they all shut up now?,(정산)교도소장 대사 공통 텍스트
DTxt_KR_M01_06,EN,Mission01,Complete,Victor,Force is the only language they understand.,(정산)교도소장 대사 성공 텍스트
DTxt_KR_M01_07,EN,Mission01,Fail,Victor,You can't even maintain silence?<br>I have no use for you. You're out!,(정산)교도소장 대사 실패 텍스트
DTxt_KR_M01_08,EN,Mission01,Dialogue,Frank,I already told those bastards to shut it.<br>Why the hell are they making a racket again...?,프랭크가 책상에서 하는 대사
DTxt_KR_M01_09,EN,Mission01,Dialogue,Frank,I should've beaten them until they actually passed out.,프랭크가 책상에서 하는 대사
DTxt_KR_M02_01,EN,Mission02,Dialogue,Victor,A snitch brought info.<br>The prisoners have hidden weapons in their cells.,(브리핑)교도소장 대사 텍스트 1
DTxt_KR_M02_02,EN,Mission02,Dialogue,Victor,They're in here for causing trouble outside.<br>And now they're trying it with weapons again?,(브리핑)교도소장 대사 텍스트 2
DTxt_KR_M02_03,EN,Mission02,Dialogue,Victor,I won't have it. Not on my watch.,(브리핑)교도소장 대사 텍스트 3
DTxt_KR_M02_04,EN,Mission02,Dialogue,Victor,Search every cell thoroughly and confiscate everything.,(브리핑)교도소장 대사 텍스트 4
DTxt_KR_M02_05,EN,Mission02,Fin,Victor,Did you find all the weapons?,(정산)교도소장 대사 공통 텍스트
DTxt_KR_M02_06,EN,Mission02,Complete,Victor,"Phew, at least we won't have any weapon-related accidents today.",(정산)교도소장 대사 성공 텍스트
DTxt_KR_M02_07,EN,Mission02,Fail,Victor,A prisoner was carried out because of a weapon you missed!<br>You're fired!,(정산)교도소장 대사 실패 텍스트
DTxt_KR_M02_08,EN,Mission02,Dialogue,Frank,We need to check every nook and cranny to find things.,프랭크가 책상에서 하는 대사
DTxt_KR_M02_09,EN,Mission02,Dialogue,Frank,"Be careful, some might jump you while you're busy searching the room.",프랭크가 책상에서 하는 대사
DTxt_KR_M03_01,EN,Mission03,Dialogue,Victor,What the hell is wrong with this damn Sector 7?,(브리핑)교도소장 대사 텍스트 1
DTxt_KR_M03_02,EN,Mission03,Dialogue,Victor,So many of them start pulling nonsense when they step into this prison.,(브리핑)교도소장 대사 텍스트 2
DTxt_KR_M03_03,EN,Mission03,Dialogue,Victor,I’m certain some of the new arrivals today are up to no good as well.,(브리핑)교도소장 대사 텍스트 3
DTxt_KR_M03_04,EN,Mission03,Dialogue,Victor,Patrol the prison and beat down anyone you find acting out.,(브리핑)교도소장 대사 텍스트 4
DTxt_KR_M03_05,EN,Mission03,Fin,Victor,Did you beat some sense into all those freaks?,(정산)교도소장 대사 공통 텍스트
DTxt_KR_M03_06,EN,Mission03,Complete,Victor,"You're a good fighter than I expected, aren't you?",(정산)교도소장 대사 성공 텍스트
DTxt_KR_M03_07,EN,Mission03,Fail,Victor,Was it that difficult to only beat down the crazies?<br>You're fired!,(정산)교도소장 대사 실패 텍스트
DTxt_KR_M03_08,EN,Mission03,Dialogue,Mimi,"Oh, a new face? You're so cute.",미미 대사 1
DTxt_KR_M03_09,EN,Mission03,Dialogue,Mimi,Won't you pick up the soap for me? Darling?,미미 대사 2
DTxt_KR_M03_10,EN,Mission03,Dialogue,Mimi,"If you don't pick up the soap, I won't play with you.<br>Hehehe...",미미 대사 3
DTxt_KR_M03_11,EN,Mission03,Dialogue,Frank,"There are bastards who pretend to be fine,<br>then turn on you as soon as you enter the cell.",프랭크가 책상에서 하는 대사
DTxt_KR_M03_12,EN,Mission03,Dialogue,Frank,It’d be a lot easier if they just made it obvious they were trouble.,프랭크가 책상에서 하는 대사
DTxt_KR_M04_01,EN,Mission04,Dialogue,Victor,Is it time for your shift already?<br>Frank hasn't shown up yet.,(브리핑)교도소장 대사 텍스트 1
DTxt_KR_M04_02,EN,Mission04,Dialogue,Victor,"This is strange.<br>You, do you have any idea where Frank went?",(브리핑)교도소장 대사 텍스트 2
DTxt_KR_M04_03,EN,Mission04,Dialogue,Victor,He definitely went down for a patrol earlier.<br>But he still hasn't returned.,(브리핑)교도소장 대사 텍스트 3
DTxt_KR_M04_04,EN,Mission04,Dialogue,Victor,Go down to the prison and find Frank.,(브리핑)교도소장 대사 텍스트 4
DTxt_KR_M04_05,EN,Mission04,Fin,Victor,Did you find Frank?,(정산)교도소장 대사 공통 텍스트
DTxt_KR_M04_06,EN,Mission04,Complete,Victor,What? Prisoners were disguised as Frank?<br>...They’re trying everything now.,(정산)교도소장 대사 성공 텍스트
DTxt_KR_M04_07,EN,Mission04,Fail,Victor,What? You confused a prisoner with Frank?<br>Are your eyes just for show? You're fired!,(정산)교도소장 대사 실패 텍스트
DTxt_KR_M04_08,EN,Mission04,Complete,Frank,"Whew. My head almost flew off.<br>At least you've got some intuition, rookie.",가짜 프랭크 진압 성공 텍스트
DTxt_KR_M04_09,EN,Mission04,Fail,Frank,"Who the hell are you hitting, you moron!",가짜 프랭크 진압 실패 텍스트
DTxt_KR_M04_10,EN,Mission04,FrankArgue,Frank,Damn prisoners. Now you're even disguising yourselves as me?,B1층 진입 시 출력되는 텍스트 1
DTxt_KR_M04_11,EN,Mission04,FrankArgue,Frank,"What are you talking about, you fake?<br>Trying to pass yourself off as me!",B1층 진입 시 출력되는 텍스트 2
DTxt_KR_M04_12,EN,Mission04,FrankArgue,Frank,"Just in time, rookie. Who looks like the real deal to you?",B1층 진입 시 출력되는 텍스트 3
DTxt_KR_M04_13,EN,Mission04,FrankArgue,Frank,"Don't be fooled, kid. Look closely and decide who's real.",B1층 진입 시 출력되는 텍스트 4
DTxt_KR_M04_14,EN,Mission04,FrankArgue,Frank,Right! I'll keep the others in check.<br>You go and suppress the impostors!,B1층 진입 시 출력되는 텍스트 5
DTxt_KR_M05_01,EN,Mission05,Dialogue,Victor,"Come to think of it.<br>It's about time for a shakedown, isn't it?",(브리핑)교도소장 대사 텍스트 1
DTxt_KR_M05_02,EN,Mission05,Dialogue,Victor,"If we don't do this regularly,<br>all sorts of junk starts circulating inside the prison.",(브리핑)교도소장 대사 텍스트 2
DTxt_KR_M05_03,EN,Mission05,Dialogue,Victor,It seems these inmates take me for a fool.,(브리핑)교도소장 대사 텍스트 3
DTxt_KR_M05_04,EN,Mission05,Dialogue,Victor,Go and confiscate every single item that doesn't belong in this prison!,(브리핑)교도소장 대사 텍스트 4
DTxt_KR_M05_05,EN,Mission05,Fin,Victor,Did you find all the contraband the prisoners were hiding?,(정산)교도소장 대사 공통 텍스트
DTxt_KR_M05_06,EN,Mission05,Complete,Victor,"Seriously, I have no idea where they keep bringing this stuff in from.",(정산)교도소장 대사 성공 텍스트
DTxt_KR_M05_07,EN,Mission05,Fail,Victor,"If you do your job this sloppily, the inmates will think I'm a pushover!<br>If this is how you're going to work, just quit!",(정산)교도소장 대사 실패 텍스트
DTxt_KR_M05_08,EN,Mission05,Dialogue,Frank,"When searching cells, you’d better check the walls and floors thoroughly.",프랭크가 책상에서 하는 대사
DTxt_KR_M05_09,EN,Mission05,Dialogue,Frank,"Those bastards hide their stuff in all sorts of places, I'm telling you.",프랭크가 책상에서 하는 대사
DTxt_KR_M06_01,EN,Mission06,Dialogue,Victor,"They've lost their minds, absolutely lost them.",(브리핑)교도소장 대사 텍스트 1
DTxt_KR_M06_02,EN,Mission06,Dialogue,Victor,One of the gang in Sector 7 was caught smuggling a firearm.<br>...And has fled.,(브리핑)교도소장 대사 텍스트 2
DTxt_KR_M06_03,EN,Mission06,Dialogue,Victor,"It's certain that one of the three is the culprit,<br>but since the face was covered, I can't be sure who it is.",(브리핑)교도소장 대사 텍스트 3
DTxt_KR_M06_04,EN,Mission06,Dialogue,Victor,Go talk to them and find the real criminal.<br>The one who's lying must be the one.,(브리핑)교도소장 대사 텍스트 4
DTxt_KR_M06_05,EN,Mission06,Fin,Victor,Did you find the culprit?,(정산)교도소장 대사 공통 텍스트
DTxt_KR_M06_06,EN,Mission06,Complete,Victor,To dare bring a gun into this sacred prison.<br>I shall educate him personally.,(정산)교도소장 대사 성공 텍스트
DTxt_KR_M06_07,EN,Mission06,Fail,Victor,You missed the criminal! Another gun was found!<br>You’re incompetent. You’re fired!,(정산)교도소장 대사 실패 텍스트
DTxt_KR_M06_08,EN,Mission06,Fin,Frank,"So, do you know who the culprit is?",범인 결정 시 프랭크 텍스트
DTxt_KR_M06_09,EN,Mission06,Choice,Player,The culprit is Anthony.,범인 결정 시 선택지 텍스트 1
DTxt_KR_M06_10,EN,Mission06,Choice,Player,The culprit is Richard.,범인 결정 시 선택지 텍스트 2
DTxt_KR_M06_11,EN,Mission06,Choice,Player,The culprit is Leo.,범인 결정 시 선택지 텍스트 3
DTxt_KR_M06_12,EN,Mission06,Dialogue,Suspect1,Suspect2 is lying right now. He's the one.,용의자 1 변명 텍스트
DTxt_KR_M06_13,EN,Mission06,Dialogue,Suspect1,Look at the stain on his pants.<br>It's the exact same color as gun lubricant.,용의자 1 변명 텍스트
DTxt_KR_M06_14,EN,Mission06,Dialogue,Suspect1,I was in the infirmary all day yesterday.,용의자 1 변명 텍스트
DTxt_KR_M06_15,EN,Mission06,Dialogue,Suspect2,Suspect3 is an honest guy.,용의자 2 변명 텍스트
DTxt_KR_M06_16,EN,Mission06,Dialogue,Suspect2,The culprit is Suspect1.<br>Suspect3 and I don’t touch guns. Our vision is far too poor for that.,용의자 2 변명 텍스트
DTxt_KR_M06_17,EN,Mission06,Dialogue,Suspect2,I was doing deadlifts in the yard yesterday.<br>The black grease on my pants is just from the equipment.,용의자 2 변명 텍스트
DTxt_KR_M06_18,EN,Mission06,Dialogue,Suspect3,Suspect1 is a liar. Don't believe a word he says.,용의자 3 변명 텍스트
DTxt_KR_M06_19,EN,Mission06,Dialogue,Suspect3,Suspect2 isn't the culprit.<br>The lubricant used for cleaning guns is blue.,용의자 3 변명 텍스트
DTxt_KR_M06_20,EN,Mission06,Dialogue,Suspect3,I was in the laundry room yesterday.<br>These are the same clothes I wore then.,용의자 3 변명 텍스트
DTxt_KR_M06_21,EN,Mission06,AfterChoice,Frank,Good. I'll interrogate him further. Go report to the Warden.,범인 결정 시 프랭크 대사 텍스트
DTxt_KR_M07_01,EN,Mission07,Dialogue,Victor,A rat brought some vital intel.,(브리핑)교도소장 대사 텍스트 1
DTxt_KR_M07_02,EN,Mission07,Dialogue,Victor,"Apparently, the inmates in Sector 7 are prepping for a riot.",(브리핑)교도소장 대사 텍스트 2
DTxt_KR_M07_03,EN,Mission07,Dialogue,Victor,It's set for tonight—right during your shift.,(브리핑)교도소장 대사 텍스트 3
DTxt_KR_M07_04,EN,Mission07,Dialogue,Victor,Go down there and beat them all into submission<br>before they can start anything!,(브리핑)교도소장 대사 텍스트 4
DTxt_KR_M07_05,EN,Mission07,Fin,Victor,Did you suppress all the inmates?,(정산)교도소장 대사 공통 텍스트
DTxt_KR_M07_06,EN,Mission07,Complete,Victor,…Excellent work.,(정산)교도소장 대사 성공 텍스트
DTxt_KR_M07_07,EN,Mission07,Complete,Victor,7 days without an accident. I can't believe it.,(정산)교도소장 대사 성공 텍스트
DTxt_KR_M07_08,EN,Mission07,Complete,Victor,You've done something truly remarkable.,(정산)교도소장 대사 성공 텍스트
DTxt_KR_M07_09,EN,Mission07,Complete,Victor,"In any other place, maybe.<br>But here in Sector 7?<br>We’ve never hit a 7-day streak without an incident!",(정산)교도소장 대사 성공 텍스트
DTxt_KR_M07_10,EN,Mission07,Complete,Victor,"Every time you renewed that record, I was anxious yet hopeful.",(정산)교도소장 대사 성공 텍스트
DTxt_KR_M07_11,EN,Mission07,Complete,Victor,To think you actually achieved a 7-day accident-free streak like this.,(정산)교도소장 대사 성공 텍스트
DTxt_KR_M07_12,EN,Mission07,Complete,Victor,"I never expected to see this happen while I was in charge.<br>Thank you, truly.",(정산)교도소장 대사 성공 텍스트
DTxt_KR_M07_13,EN,Mission07,Complete,Victor,"Again, well done.",(정산)교도소장 대사 성공 텍스트
DTxt_KR_M07_14,EN,Mission07,Complete,Victor,Let’s keep this streak going and keep breaking those records!,(정산)교도소장 대사 성공 텍스트
DTxt_KR_M07_15,EN,Mission07,Fail,Victor,"I thought we’d finally hit the 7-day mark this time.<br>But I guess it’s a failure. Well, it is what it is.",(정산)교도소장 대사 실패 텍스트
DTxt_KR_M07_16,EN,Mission07,Dialogue,Frank,Always be careful when fighting those bastards.,프랭크가 책상에서 하는 대사
DTxt_KR_M07_17,EN,Mission07,Dialogue,Frank,"Avoid their attacks while landing your own.<br>Easier said than done, though.",프랭크가 책상에서 하는 대사
